Date,Team,Acquired,Relinquished,Notes
2013-12-14,Spurs,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2013-12-14,Jazz,,• Rudy Gobert,placed on IL
2013-12-15,Cavaliers,• Will Bynum,,activated from IL
2013-12-15,Pistons,,• Tony Mitchell (LaShae),placed on IL
2013-12-15,Thunder,,• Ryan Gomes,placed on IL
2013-12-15,Thunder,• Thabo Sefolosha,,activated from IL
2013-12-16,Pistons,,• Chauncey Billups,placed on IL
2013-12-16,Pistons,• Tony Mitchell (LaShae),,activated from IL
2013-12-16,Spurs,,• Nando De Colo,placed on IL
2013-12-16,Spurs,• Tiago Splitter,,activated from IL
2013-12-16,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with right foot tendinitis
2013-12-16,Wizards,• Bradley Beal,,activated from IL
2013-12-16,Hawks,,• Jared Cunningham,placed on IL
2013-12-16,Hawks,• Dennis Schroder,,activated from IL
2013-12-17,Cavaliers,,• Henry Sims,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2013-12-17,Cavaliers,• Tyler Zeller,,activated from IL
2013-12-17,Grizzlies,,• Quincy Pondexter,placed on IL with stress fracture in right foot (out for season)
2013-12-17,Warriors,• Andre Iguodala,,activated from IL
2013-12-18,Knicks,,• Amare Stoudemire / Amar'e Stoudemire,placed on IL with sore right knee
2013-12-18,Knicks,,• Pablo Prigioni,placed on IL fractured right toe
2013-12-18,Knicks,• Chris Smith (c),,activated from IL
2013-12-18,Knicks,• Tyson Chandler,,activated from IL
2013-12-18,Magic,,• Arron Afflalo,placed on IL with illness
2013-12-18,Magic,• Solomon Jones,,activated from IL
2013-12-18,Mavericks,• Dirk Nowitzki,,activated from IL
2013-12-18,Pelicans,• Anthony Davis,,activated from IL
2013-12-18,Pistons,,• Rodney Stuckey,placed on IL with sore right shoulder
2013-12-18,Pistons,• Chauncey Billups,,activated from IL
2013-12-18,Raptors,,• Austin Daye,placed on IL
2013-12-18,Raptors,,• Dwight Buycks,placed on IL
2013-12-18,Raptors,• Chuck Hayes,,activated from IL
2013-12-18,Raptors,• Dwight Buycks,,activated from IL
2013-12-18,Raptors,• Julyan Stone,,activated from IL
2013-12-18,Spurs,,• (William) Tony Parker,placed on IL with bruised right shin
2013-12-18,Spurs,• Nando De Colo,,activated from IL
2013-12-18,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2013-12-18,Wizards,,• Glen Rice Jr.,placed on IL recovering from surgery on fractured right wrist
2013-12-19,Spurs,,• Tim Duncan,placed on IL for rest
2013-12-19,Spurs,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2013-12-20,Cavaliers,,• Anthony Bennett,placed on IL with illness
 Date, Team, Acquired, Relinquished, Notes
2013-12-20,Cavaliers,,• Dion Waiters,placed on IL with sore right wrist
2013-12-20,Cavaliers,• Carrick Felix,,activated from IL
2013-12-20,Cavaliers,• Henry Sims,,activated from IL
2013-12-20,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2013-12-20,Lakers,,• Kobe Bryant,placed on IL with fractured left tibia (out for season)
2013-12-20,Magic,• Arron Afflalo,,activated from IL
2013-12-20,Pacers,,• Solomon Hill,placed on IL
2013-12-20,Pacers,• Danny Granger,,activated from IL
2013-12-20,Raptors,,• Julyan Stone,placed on IL
2013-12-20,Raptors,• Dwight Buycks,,activated from IL (P)
2013-12-21,Jazz,,• Mike Harris,placed on IL
2013-12-21,Knicks,,• Kenyon Martin Sr.,placed on IL with strained abdominal muscle
2013-12-21,Magic,,• E'Twaun Moore,placed on IL with bruised thigh
2013-12-21,Pelicans,,• Jason Smith,placed on IL with bone bruise in right knee
2013-12-21,Pistons,,• Chauncey Billups,placed on IL
2013-12-21,Pistons,• Rodney Stuckey,,activated from IL
2013-12-21,Spurs,• (William) Tony Parker,,activated from IL
2013-12-21,Spurs,• Tim Duncan,,activated from IL
2013-12-21,Spurs,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2013-12-21,Spurs,,• Nando De Colo,placed on IL
2013-12-21,Jazz,• Rudy Gobert,,activated from IL
2013-12-23,Cavaliers,,• Henry Sims,placed on IL
2013-12-23,Cavaliers,• Anthony Bennett,,activated from IL
2013-12-23,Hawks,,• Cartier Martin,placed on IL with sprained left ankle
2013-12-23,Hawks,• Gustavo Ayon,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2013-12-23,Heat,,• Dwyane Wade,placed on IL with sore knee
2013-12-23,Heat,• Michael Beasley,,activated from IL
2013-12-23,Nets,,• Brook Lopez,placed on IL with fractured right foot (out for season)
2013-12-23,Nets,• Jason Terry,,activated from IL
2013-12-23,Pistons,,• Tony Mitchell (LaShae),placed on IL
2013-12-23,Pistons,• Chauncey Billups,,activated from IL
2013-12-23,Rockets,,• Patrick Beverley,placed on IL with fractured right hand
2013-12-23,Rockets,• Isaiah Canaan,,activated from IL
2013-12-23,Spurs,,• Cory Joseph,placed on IL with stomach virus
2013-12-23,Spurs,• Nando De Colo,,activated from IL
2013-12-25,Heat,,• Roger Mason Jr.,placed on IL
2013-12-25,Heat,• Dwyane Wade,,activated from IL
2013-12-25,Knicks,,• Raymond Felton,placed on IL with strained left hamstring
2013-12-25,Knicks,• Kenyon Martin Sr.,,activated from IL
2013-12-25,Spurs,,• Nando De Colo,placed on IL
2013-12-25,Spurs,• Cory Joseph,,activated from IL
2013-12-26,Cavaliers,,• Carrick Felix,placed on IL
2013-12-26,Cavaliers,• Dion Waiters,,activated from IL
2013-12-26,Hawks,,• John Jenkins,placed on IL with leg injury
2013-12-26,Hawks,• Cartier Martin,,activated from IL
2013-12-27,Bucks,,• Zaur Pachulia / Zaza Pachulia,placed on IL with fractured right foot
2013-12-27,Bucks,• Larry Sanders (b. 1988-11-21),,activated from IL
2013-12-27,Heat,,• Dwyane Wade,placed on IL with sore knee
2013-12-27,Heat,• Roger Mason Jr.,,activated from IL
2013-12-27,Pelicans,,• Eric Gordon,placed on IL with bruised right hip
 Date, Team, Acquired, Relinquished, Notes
2013-12-27,Thunder,• Ryan Gomes,,activated from IL
2013-12-27,Pelicans,• Jason Smith,,activated from IL
2013-12-27,Thunder,,• Russell Westbrook,placed on IL recovering from arthroscopic surgery on right knee
2013-12-28,Cavaliers,,• Sergey Karasev,placed on IL
2013-12-28,Cavaliers,• Carrick Felix,,activated from IL
2013-12-28,Cavaliers,• Henry Sims,,activated from IL
2013-12-28,Hawks,,• Al Horford,placed on IL with torn right pectoral muscle (out for season)
2013-12-28,Heat,,• LeBron James,placed on IL with strained right groin
2013-12-28,Heat,• Dwyane Wade,,activated from IL
2013-12-28,Warriors,• Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
2013-12-29,Magic,,• Solomon Jones,placed on IL
2013-12-29,Magic,• E'Twaun Moore,,activated from IL
2013-12-29,Warriors,,• Nemanja Nedovic,placed on IL with strained left hamstring
2013-12-29,Hawks,• Jared Cunningham,,activated from IL
2013-12-30,Heat,,• Chris Andersen,placed on IL with back injury
2013-12-30,Heat,• LeBron James,,activated from IL
2013-12-30,Pelicans,,• Jason Smith,placed on IL with bone bruise in right knee
2013-12-30,Pelicans,• Greg Stiemsma,,activated from IL
2013-12-31,Cavaliers,,• Carrick Felix,placed on IL
2013-12-31,Cavaliers,• Sergey Karasev,,activated from IL
2013-12-31,Nets,• Andrei Kirilenko,,activated from IL
2013-12-31,Warriors,• Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
2014-01-01,Clippers,,• Reggie Bullock,placed on IL
2014-01-01,Clippers,• Maalik Wayns,,activated from IL
2014-01-01,Pelicans,• Eric Gordon,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-01,Blazers,• C.J. McCollum,,activated from IL
2014-01-02,Cavaliers,,• Kyrie Irving,placed on IL with bruised left knee
2014-01-02,Cavaliers,• Carrick Felix,,activated from IL
2014-01-02,Heat,,• James Jones (b),placed on IL
2014-01-02,Heat,• Chris Andersen,,activated from IL
2014-01-02,Magic,,• Solomon Jones,placed on IL with sprained left ankle
2014-01-02,Magic,• Solomon Jones,,activated from IL
2014-01-03,Celtics,,• MarShon Brooks,placed on IL
2014-01-03,Hawks,,• Jared Cunningham,placed on IL
2014-01-03,Raptors,,• Tyler Hansbrough,placed on IL with sprained left ankle
2014-01-03,Raptors,• Austin Daye,,activated from IL
2014-01-03,Raptors,• Julyan Stone,,activated from IL
2014-01-03,Raptors,,• Dwight Buycks,placed on IL
2014-01-04,Heat,,• Shane Battier,placed on IL with sore quadriceps
2014-01-04,Heat,• James Jones (b),,activated from IL
2014-01-04,Nets,,• Kevin Garnett,placed on IL for rest
2014-01-04,Pelicans,,• Ryan Anderson,placed on IL with concussion / herniated disc in neck (out for season)
2014-01-04,Spurs,,• Boris Diaw,placed on IL with strep throat
2014-01-04,Spurs,• Nando De Colo,,activated from IL
2014-01-06,Clippers,,• Chris Paul,placed on IL with separated right shoulder
2014-01-06,Clippers,• Reggie Bullock,,activated from IL
2014-01-06,Magic,• Nikola Vucevic,,activated from IL (P)
2014-01-06,Nets,• Kevin Garnett,,activated from IL
2014-01-06,Timberwolves,,• Shabazz Muhammad,placed on IL
2014-01-06,Timberwolves,• Ronny Turiaf,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-06,Nets,,• Tornike Shengelia,placed on IL
2014-01-06,76ers,• Lorenzo Brown,,activated from IL
2014-01-07,Blazers,,• Allen Crabbe,placed on IL
2014-01-07,Blazers,• C.J. McCollum,,activated from IL
2014-01-07,Cavaliers,,• Jarrett Jack,placed on IL with back spasms
2014-01-07,Cavaliers,• Kyrie Irving,,activated from IL
2014-01-07,Jazz,,• Rudy Gobert,placed on IL
2014-01-07,Knicks,,• Metta World Peace / Ron Artest,placed on IL with sore left knee
2014-01-07,Knicks,• Raymond Felton,,activated from IL
2014-01-07,Pelicans,• Jason Smith,,activated from IL
2014-01-07,Spurs,,• Nando De Colo,placed on IL
2014-01-07,Spurs,• Boris Diaw,,activated from IL
2014-01-07,Suns,,• Eric Bledsoe,placed on IL with sprained right knee
2014-01-07,Suns,• Alex Len,,activated from IL
2014-01-08,Mavericks,,• Shawn Marion,placed on IL with bruised right shoulder
2014-01-08,Mavericks,• Ricky Ledo,,activated from IL
2014-01-08,Pacers,,• Lance Stephenson,placed on IL with bruised right knee
2014-01-08,Pacers,• Solomon Hill,,activated from IL
2014-01-08,Timberwolves,,• Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with strained left groin
2014-01-08,Timberwolves,• Chase Budinger,,activated from IL
2014-01-10,Cavaliers,,• Carrick Felix,placed on IL
2014-01-10,Cavaliers,,• Henry Sims,placed on IL
2014-01-10,Cavaliers,• Jarrett Jack,,activated from IL
2014-01-10,Clippers,,• Reggie Bullock,placed on IL
2014-01-10,Clippers,• J.J. Redick,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-10,Pacers,,• Solomon Hill,placed on IL
2014-01-10,Pacers,• Lance Stephenson,,activated from IL
2014-01-10,Timberwolves,,• Robbie Hummel,placed on IL
2014-01-10,Timberwolves,• Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
2014-01-11,Nets,,• Deron Williams,placed on IL with sprained left ankle
2014-01-11,Nets,• Tornike Shengelia,,activated from IL
2014-01-11,Thunder,,• Andre Roberson,placed on IL
2014-01-12,Spurs,,• Tiago Splitter,placed on IL with sprained right shoulder
2014-01-12,Spurs,• Nando De Colo,,activated from IL
2014-01-13,Celtics,• MarShon Brooks,,activated from IL
2014-01-13,Jazz,,• Gordon Hayward,placed on IL with strained left hip flexor
2014-01-13,Jazz,• Rudy Gobert,,activated from IL
2014-01-13,Mavericks,,• Shane Larkin,placed on IL with sprained right ankle
2014-01-13,Mavericks,• Shawn Marion,,activated from IL
2014-01-13,Jazz,• Ian Clark,,activated from IL
2014-01-14,Bobcats,,• Jeffery Taylor / Jeff Taylor (b),placed on IL with torn right Achilles tendon (out for season)
2014-01-14,Bobcats,• Michael Kidd-Gilchrist,,activated from IL
2014-01-14,Grizzlies,• Marc Gasol,,activated from IL
2014-01-14,Thunder,• Andre Roberson,,activated from IL
2014-01-15,Cavaliers,,• Sergey Karasev,placed on IL
2014-01-15,Cavaliers,• Henry Sims,,activated from IL
2014-01-15,Clippers,,• Maalik Wayns,placed on IL
2014-01-15,Clippers,• Reggie Bullock,,activated from IL
2014-01-15,Heat,,• Chris Andersen,placed on IL with body soreness / knee injury
2014-01-15,Heat,,• Mario Chalmers,placed on IL with strained right Achilles
 Date, Team, Acquired, Relinquished, Notes
2014-01-15,Heat,• Greg Oden,,activated from IL
2014-01-15,Heat,• Shane Battier,,activated from IL
2014-01-15,Mavericks,,• Gal Mekel,placed on IL with bruised knee
2014-01-15,Mavericks,• Shane Larkin,,activated from IL
2014-01-15,Raptors,,• Austin Daye,placed on IL
2014-01-15,Raptors,• Dwight Buycks,,activated from IL
2014-01-15,Spurs,,• Danny Green,placed on IL with fractured left index finger
2014-01-15,Timberwolves,,• A.J. Price,placed on IL
2014-01-17,Celtics,• Rajon Rondo,,activated from IL
2014-01-17,Clippers,,• Byron Mullens / B.J. Mullens,placed on IL
2014-01-17,Heat,,• Toney Douglas,placed on IL
2014-01-17,Heat,• Mario Chalmers,,activated from IL
2014-01-17,Thunder,,• Andre Roberson,placed on IL
2014-01-17,Timberwolves,,• Gorgui Dieng,placed on IL
2014-01-17,Timberwolves,• A.J. Price,,activated from IL
2014-01-18,Clippers,,• Reggie Bullock,placed on IL
2014-01-18,Clippers,• Byron Mullens / B.J. Mullens,,activated from IL
2014-01-18,Mavericks,• Devin Harris,,activated from IL
2014-01-18,Pistons,,• Chauncey Billups,placed on IL
2014-01-18,Pistons,• Tony Mitchell (LaShae),,activated from IL
2014-01-18,Rockets,,• Francisco Garcia,placed on IL with left knee tendinitis
2014-01-18,Timberwolves,,• A.J. Price,placed on IL
2014-01-18,Timberwolves,• Gorgui Dieng,,activated from IL
2014-01-18,Mavericks,,• Ricky Ledo,placed on IL
2014-01-18,Rockets,• Robert Covington,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-19,Kings,,• Ray McCallum Jr.,placed on IL
2014-01-19,Kings,• Carl Landry,,activated from IL
2014-01-19,Raptors,,• Austin Daye,placed on IL (P)
2014-01-19,Rockets,• Patrick Beverley,,activated from IL
2014-01-19,Raptors,• John Salmons,,activated from IL
2014-01-19,Spurs,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-01-20,Heat,,• Dwyane Wade,placed on IL with sore knees
2014-01-20,Heat,• Chris Andersen,,activated from IL
2014-01-20,Knicks,• Pablo Prigioni,,activated from IL
2014-01-20,Nets,,• Tornike Shengelia,placed on IL
2014-01-20,Nets,• Deron Williams,,activated from IL
2014-01-20,Rockets,,• Omer Asik,placed on IL with bruised right thigh
2014-01-20,Wizards,• Glen Rice Jr.,,activated from IL
2014-01-21,Jazz,,• Derrick Favors,placed on IL with hip injury
2014-01-21,Jazz,• Gordon Hayward,,activated from IL
2014-01-21,Kings,• Ray McCallum Jr.,,activated from IL
2014-01-22,Bulls,,• Kirk Hinrich,placed on IL with right hamstring injury
2014-01-22,Celtics,,• Jerryd Bayless,placed on IL
2014-01-22,Clippers,,• Willie Green,placed on IL
2014-01-22,Clippers,• Reggie Bullock,,activated from IL
2014-01-22,Knicks,,• Kenyon Martin Sr.,placed on IL with sprained left ankle
2014-01-22,Knicks,• Pablo Prigioni,,activated from IL (P)
2014-01-22,Mavericks,,• Dirk Nowitzki,placed on IL for rest
2014-01-22,Pacers,,• Orlando Johnson,placed on IL
2014-01-22,Pacers,• Solomon Hill,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-22,Rockets,,• Isaiah Canaan,placed on IL
2014-01-22,Rockets,• Francisco Garcia,,activated from IL
2014-01-22,Mavericks,• Ricky Ledo,,activated from IL
2014-01-24,Celtics,,• Avery Bradley,placed on IL
2014-01-24,Clippers,,• Willie Green,placed on IL (P)
2014-01-24,Clippers,• Byron Mullens / B.J. Mullens,,activated from IL (P)
2014-01-24,Kings,,• DeMarcus Cousins,placed on IL with ankle injury
2014-01-24,Kings,,• Rudy Gay,placed on IL with Achilles injury
2014-01-24,Knicks,,• Andrea Bargnani,placed on IL with torn ligament in left elbow (out for season)
2014-01-24,Knicks,• Metta World Peace / Ron Artest,,activated from IL
2014-01-24,Mavericks,,• Ricky Ledo,placed on IL
2014-01-24,Mavericks,• Dirk Nowitzki,,activated from IL
2014-01-24,Pacers,,• Solomon Hill,placed on IL
2014-01-24,Pacers,• Orlando Johnson,,activated from IL
2014-01-24,Spurs,,• Kawhi Leonard,placed on IL with fractured right hand
2014-01-24,Suns,,• Archie Goodwin,placed on IL
2014-01-24,Timberwolves,,• Gorgui Dieng,placed on IL
2014-01-24,Timberwolves,• A.J. Price,,activated from IL
2014-01-25,Hawks,,• Pero Antic,placed on IL with stress fracture in right ankle
2014-01-25,Jazz,,• Ian Clark,placed on IL
2014-01-25,Jazz,• Derrick Favors,,activated from IL
2014-01-25,Timberwolves,,• Shabazz Muhammad,placed on IL
2014-01-25,Timberwolves,• Gorgui Dieng,,activated from IL
2014-01-25,Hawks,• Jared Cunningham,,activated from IL
2014-01-26,Heat,,• James Jones (b),placed on IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-26,Heat,• Dwyane Wade,,activated from IL
2014-01-27,Clippers,• Byron Mullens / B.J. Mullens,,activated from IL (P)
2014-01-27,Timberwolves,,• A.J. Price,placed on IL
2014-01-27,Timberwolves,• Shabazz Muhammad,,activated from IL
2014-01-27,Thunder,,• Andre Roberson,placed on IL
2014-01-28,Cavaliers,,• Anderson Varejao,placed on IL with bruised left knee
2014-01-28,Celtics,• Jerryd Bayless,,activated from IL
2014-01-28,Knicks,,• Amare Stoudemire / Amar'e Stoudemire,placed on IL with sprained left ankle
2014-01-28,Knicks,• Kenyon Martin Sr.,,activated from IL
2014-01-29,Bulls,• Kirk Hinrich,,activated from IL
2014-01-29,Heat,,• Roger Mason Jr.,placed on IL
2014-01-29,Heat,• Toney Douglas,,activated from IL
2014-01-29,Kings,• Rudy Gay,,activated from IL
2014-01-29,Raptors,,• DeMar DeRozan,placed on IL with sprained left ankle/foot
2014-01-29,Raptors,• Tyler Hansbrough,,activated from IL
2014-01-29,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with strained left hamstring
2014-01-29,Timberwolves,,• Nikola Pekovic,placed on IL with bursitis in right ankle
2014-01-29,Timberwolves,• A.J. Price,,activated from IL
2014-01-31,Celtics,• Avery Bradley,,activated from IL
2014-01-31,Jazz,,• Derrick Favors,placed on IL with strained hip
2014-01-31,Jazz,,• Marvin Williams,placed on IL with sore right Achilles / heel
2014-01-31,Jazz,• Ian Clark,,activated from IL
2014-01-31,Mavericks,,• Shawn Marion,placed on IL with bruised right shoulder
2014-01-31,Raptors,,• Dwight Buycks,placed on IL
2014-01-31,Raptors,• DeMar DeRozan,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-01-31,Mavericks,• Ricky Ledo,,activated from IL
2014-02-01,Bucks,,• John Henson,placed on IL with sprained right wrist
2014-02-01,Bucks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2014-02-01,Cavaliers,,• Sergey Karasev,placed on IL
2014-02-01,Grizzlies,,• Mike Conley Jr.,placed on IL with sprained right ankle
2014-02-01,Jazz,,• Jeremy Evans,placed on IL with bruised tailbone
2014-02-01,Jazz,• Marvin Williams,,activated from IL
2014-02-01,Kings,,• Jimmer Fredette,placed on IL with illness
2014-02-01,Knicks,,• Iman Shumpert,placed on IL with sprained right shoulder
2014-02-01,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2014-02-01,Pistons,,• Tony Mitchell (LaShae),placed on IL
2014-02-01,Pistons,• Chauncey Billups,,activated from IL
2014-02-01,Raptors,,• Greivis Vasquez,placed on IL with illness
2014-02-01,Raptors,• Dwight Buycks,,activated from IL
2014-02-01,Spurs,• Tiago Splitter,,activated from IL
2014-02-01,Suns,• Archie Goodwin,,activated from IL
2014-02-01,Cavaliers,• Anderson Varejao,,activated from IL
2014-02-01,Kings,• DeMarcus Cousins,,activated from IL
2014-02-03,Clippers,,• Byron Mullens / B.J. Mullens,placed on IL
2014-02-03,Kings,• Jimmer Fredette,,activated from IL
2014-02-03,Knicks,,• Kenyon Martin Sr.,placed on IL with ankle injury (out for season)
2014-02-03,Knicks,• Iman Shumpert,,activated from IL
2014-02-03,Mavericks,,• Ricky Ledo,placed on IL
2014-02-03,Raptors,,• Austin Daye,placed on IL (P)
2014-02-03,Raptors,• Greivis Vasquez,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-02-03,Spurs,• Danny Green,,activated from IL
2014-02-03,Thunder,• Andre Roberson,,activated from IL
2014-02-03,Wizards,• Glen Rice Jr.,,activated from IL
2014-02-04,Lakers,,• Xavier Henry,placed on IL with bone bruise in right knee
2014-02-04,Lakers,• Steve Nash,,activated from IL
2014-02-04,Warriors,,• Ognjen Kuzmic / Ognen Kuzmic,placed on IL
2014-02-04,Warriors,• Jermaine O'Neal,,activated from IL
2014-02-04,76ers,• Arnett Moultrie,,activated from IL
2014-02-05,Bucks,,• Caron Butler,placed on IL with ankle injury
2014-02-05,Bucks,• John Henson,,activated from IL
2014-02-05,Celtics,,• Vitor Faverani,placed on IL with knee injury
2014-02-05,Clippers,,• J.J. Redick,placed on IL with back injury
2014-02-05,Clippers,• Byron Mullens / B.J. Mullens,,activated from IL
2014-02-05,Mavericks,• Shawn Marion,,activated from IL
2014-02-05,Pelicans,,• Jrue Holiday,placed on IL with stress fracture in right ankle/tibia (out for season)
2014-02-05,Raptors,,• Dwight Buycks,placed on IL
2014-02-05,Raptors,• Austin Daye,,activated from IL
2014-02-05,Suns,,• Archie Goodwin,placed on IL
2014-02-05,Timberwolves,• Robbie Hummel,,activated from IL
2014-02-05,Wizards,,• Glen Rice Jr.,placed on IL
2014-02-06,Spurs,,• (William) Tony Parker,placed on IL with sore lower back
2014-02-06,Warriors,,• Andrew Bogut,placed on IL with sore shoulder
2014-02-06,Warriors,,• David Lee,placed on IL with sore shoulder
2014-02-06,Warriors,• Nemanja Nedovic,,activated from IL
2014-02-06,Warriors,• Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-02-07,Blazers,• Allen Crabbe,,activated from IL
2014-02-07,Jazz,,• Ian Clark,placed on IL
2014-02-07,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-02-07,Jazz,• Derrick Favors,,activated from IL
2014-02-07,Jazz,• Jeremy Evans,,activated from IL
2014-02-07,Kings,,• Marcus Thornton (T.),placed on IL with hip injury
2014-02-07,Kings,,• Rudy Gay,placed on IL with illness
2014-02-07,Pacers,,• Orlando Johnson,placed on IL
2014-02-07,Pacers,• Solomon Hill,,activated from IL
2014-02-07,Pistons,,• Josh Harrellson,placed on IL
2014-02-07,Rockets,• Omer Asik,,activated from IL
2014-02-07,Thunder,,• Andre Roberson,placed on IL
2014-02-07,Timberwolves,• Corey Brewer,,activated from IL
2014-02-08,Rockets,,• Robert Covington,placed on IL
2014-02-08,Spurs,• (William) Tony Parker,,activated from IL
2014-02-08,Timberwolves,,• Kevin Martin,placed on IL with fractured left thumb
2014-02-08,Timberwolves,• Robbie Hummel,,activated from IL (P)
2014-02-09,76ers,,• Brandon Davies,placed on IL with fractured right pinky finger
2014-02-09,Clippers,,• Byron Mullens / B.J. Mullens,placed on IL
2014-02-09,Clippers,• Chris Paul,,activated from IL
2014-02-09,Kings,• Marcus Thornton (T.),,activated from IL
2014-02-09,Kings,• Rudy Gay,,activated from IL
2014-02-09,76ers,• Arnett Moultrie,,activated from IL
2014-02-10,Raptors,,• Amir Johnson,placed on IL with ankle injury
2014-02-10,Raptors,• Dwight Buycks,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-02-10,Rockets,,• Greg Smith (b. 1991-01-08),placed on IL with sore right knee
2014-02-10,Warriors,,• Jermaine O'Neal,placed on IL with sore right wrist (P) / back injury (CBC)
2014-02-10,Warriors,• David Lee,,activated from IL
2014-02-10,Rockets,• Robert Covington,,activated from IL
2014-02-11,Heat,,• Dwyane Wade,placed on IL with migraine headache
2014-02-11,Heat,• James Jones (b),,activated from IL
2014-02-12,Blazers,,• Joel Freeland,placed on IL wiwth sprained MCL in right knee
2014-02-12,Cavaliers,,• Anderson Varejao,placed on IL with sore back
2014-02-12,Clippers,,• Willie Green,placed on IL with hip injury (P)
2014-02-12,Clippers,• Byron Mullens / B.J. Mullens,,activated from IL
2014-02-12,Heat,,• James Jones (b),placed on IL
2014-02-12,Heat,• Dwyane Wade,,activated from IL
2014-02-12,Cavaliers,• Sergey Karasev,,activated from IL
2014-02-13,Thunder,• Andre Roberson,,activated from IL
2014-02-18,Bucks,,• Larry Sanders (b. 1988-11-21),placed on IL recovering from surgery to repair fractured orbital bone
2014-02-18,Bucks,• Caron Butler,,activated from IL
2014-02-18,Clippers,• Willie Green,,activated from IL
2014-02-18,Grizzlies,• Mike Conley Jr.,,activated from IL
2014-02-18,Heat,• Dwyane Wade,,activated from IL (CBC)
2014-02-18,Pacers,,• Solomon Hill,placed on IL
2014-02-18,Pacers,• Orlando Johnson,,activated from IL
2014-02-18,Pistons,,• Charlie Villanueva,placed on IL
2014-02-18,Pistons,,• Chauncey Billups,placed on IL with left knee injury (out for season)
2014-02-18,Pistons,• Peyton Siva,,activated from IL
2014-02-18,Pistons,• Tony Mitchell (LaShae),,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-02-18,Raptors,,• Austin Daye,placed on IL
2014-02-18,Raptors,,• Dwight Buycks,placed on IL
2014-02-18,Raptors,• Amir Johnson,,activated from IL
2014-02-18,Spurs,,• (William) Tony Parker,placed on IL with sore back
2014-02-18,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2014-02-18,Cavaliers,,• Sergey Karasev,placed on IL
2014-02-18,Cavaliers,• Anderson Varejao,,activated from IL
2014-02-19,Blazers,,• Meyers Leonard,placed on IL with sprained left ankle
2014-02-19,Blazers,• Victor Claver,,activated from IL
2014-02-19,Celtics,,• Avery Bradley,placed on IL with sore right ankle
2014-02-19,Celtics,• Vitor Faverani,,activated from IL
2014-02-19,Jazz,,• Derrick Favors,placed on IL with sprained right hip
2014-02-19,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-02-19,Kings,,• DeMarcus Cousins,placed on IL with strained left hip flexor
2014-02-19,Pelicans,,• Jason Smith,placed on IL with right knee injury
2014-02-19,Rockets,,• Robert Covington,placed on IL
2014-02-19,Rockets,• Greg Smith (b. 1991-01-08),,activated from IL
2014-02-19,Warriors,• Jermaine O'Neal,,activated from IL
2014-02-20,Thunder,• Russell Westbrook,,activated from IL
2014-02-21,Kings,• DeMarcus Cousins,,activated from IL
2014-02-21,Knicks,,• Iman Shumpert,placed on IL with sprained MCL in knee
2014-02-21,Pistons,,• Tony Mitchell (LaShae),placed on IL
2014-02-21,Pistons,• Josh Harrellson,,activated from IL
2014-02-21,Suns,• Archie Goodwin,,activated from IL
2014-02-22,Kings,,• Jason Terry,placed on IL recovering from surgery on left knee (out for season)
 Date, Team, Acquired, Relinquished, Notes
2014-02-22,Wizards,• Al Harrington,,activated from IL
2014-02-23,Cavaliers,,• Anderson Varejao,placed on IL with sore back
2014-02-23,Cavaliers,• Sergey Karasev,,activated from IL
2014-02-23,Heat,,• LeBron James,placed on IL with fractured nose
2014-02-23,Heat,• James Jones (b),,activated from IL
2014-02-23,Raptors,,• Julyan Stone,placed on IL
2014-02-23,Thunder,,• Kendrick Perkins,placed on IL with left groin injury
