Date,Team,Acquired,Relinquished,Notes
2014-02-24,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-02-24,Jazz,• Derrick Favors,,activated from IL
2014-02-24,Warriors,,• David Lee,placed on IL with illness
2014-02-24,Warriors,,• Ognjen Kuzmic / Ognen Kuzmic,placed on IL
2014-02-24,Warriors,• Andrew Bogut,,activated from IL
2014-02-25,Magic,,• Arron Afflalo,placed on IL with sprained right ankle
2014-02-25,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with left knee injury
2014-02-25,Wizards,• Glen Rice Jr.,,activated from IL
2014-02-26,Pistons,• Tony Mitchell (LaShae),,activated from IL
2014-02-26,Spurs,• Kawhi Leonard,,activated from IL
2014-02-26,Warriors,• David Lee,,activated from IL
2014-02-27,Heat,• LeBron James,,activated from IL
2014-02-27,Wizards,,• Glen Rice Jr.,placed on IL
2014-02-28,Grizzlies,,• Jamaal Franklin,placed on IL
2014-02-28,Kings,,• Carl Landry,placed on IL with torn medial meniscus in right knee (out for season)
2014-03-01,Blazers,,• Thomas Robinson,placed on IL with strained patella in left knee
2014-03-01,Blazers,• Meyers Leonard,,activated from IL
2014-03-01,Clippers,,• Danny Granger,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2014-03-01,Heat,,• DeAndre Liggins,placed on IL
2014-03-01,Heat,,• James Jones (b),placed on IL
2014-03-01,Pistons,,• Josh Harrellson,placed on IL with knee injury
2014-03-01,Pistons,• Charlie Villanueva,,activated from IL
2014-03-01,Timberwolves,,• Robbie Hummel,placed on IL
2014-03-01,Timberwolves,• Kevin Martin,,activated from IL
2014-03-01,Timberwolves,• Nikola Pekovic,,activated from IL
2014-03-02,Hawks,• Pero Antic,,activated from IL
2014-03-02,Knicks,• Iman Shumpert,,activated from IL
2014-03-02,Raptors,,• Terrence Ross,placed on IL with sprained left ankle
2014-03-02,Raptors,• Julyan Stone,,activated from IL
2014-03-02,Spurs,,• Austin Daye,placed on IL
2014-03-02,Spurs,• (William) Tony Parker,,activated from IL
2014-03-02,Thunder,,• Thabo Sefolosha,placed on IL with strained left calf (CBC)
2014-03-03,Heat,,• Dwyane Wade,placed on IL with sore knees
2014-03-03,Heat,• DeAndre Liggins,,activated from IL
2014-03-03,Lakers,,• Steve Nash,placed on IL with nerve root irritation
2014-03-03,Lakers,• Xavier Henry,,activated from IL
2014-03-03,Timberwolves,,• Ronny Turiaf,placed on IL with bone bruise in right knee
2014-03-04,Clippers,• Danny Granger,,activated from IL
2014-03-04,Heat,,• Greg Oden,placed on IL
2014-03-04,Heat,• Dwyane Wade,,activated from IL
2014-03-04,Rockets,• Troy Daniels,,activated from IL
2014-03-04,Mavericks,• Gal Mekel,,activated from IL
2014-03-05,Jazz,,• Andris Biedrins,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2014-03-05,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-03-05,Magic,,• Jameer Nelson,placed on IL with illness
2014-03-05,Magic,• Arron Afflalo,,activated from IL
2014-03-05,Rockets,,• Greg Smith (b. 1991-01-08),placed on IL recovering from surgery on right knee
2014-03-05,Rockets,• Isaiah Canaan,,activated from IL
2014-03-05,Wizards,,• Kevin Seraphin,placed on IL with sore right knee
2014-03-06,Heat,,• DeAndre Liggins,placed on IL
2014-03-06,Heat,• Greg Oden,,activated from IL
2014-03-06,Spurs,,• Jeff Ayres / Jeff Pendergraph,placed on IL with finger injury
2014-03-06,Spurs,• Austin Daye,,activated from IL
2014-03-06,Suns,,• Leandro Barbosa,placed on IL with sprained left big toe / fractured left hand (CBC) (out for season)
2014-03-07,Blazers,,• Allen Crabbe,placed on IL
2014-03-07,Blazers,• Thomas Robinson,,activated from IL
2014-03-07,Hawks,,• Gustavo Ayon,placed on IL recovering from surgery on right shoulder (out for season)
2014-03-07,Hawks,• Pero Antic,,activated from IL (P)
2014-03-07,Pacers,,• C.J. Watson,placed on IL with right elbow injury
2014-03-07,Pacers,• Solomon Hill,,activated from IL
2014-03-07,Raptors,,• Julyan Stone,placed on IL
2014-03-07,Raptors,• Terrence Ross,,activated from IL
2014-03-07,Warriors,,• Nemanja Nedovic,placed on IL
2014-03-08,Cavaliers,,• Sergey Karasev,placed on IL
2014-03-08,Cavaliers,• Anderson Varejao,,activated from IL
2014-03-08,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-03-08,Jazz,• Ian Clark,,activated from IL
2014-03-08,Magic,,• Victor Oladipo,placed on IL with sore left ankle
 Date, Team, Acquired, Relinquished, Notes
2014-03-08,Magic,• Jameer Nelson,,activated from IL
2014-03-08,Spurs,,• Austin Daye,placed on IL
2014-03-08,Spurs,• Jeff Ayres / Jeff Pendergraph,,activated from IL
2014-03-09,Celtics,,• Gerald Wallace,"placed on IL recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (out for season)"
2014-03-09,Raptors,,• Patrick Patterson,placed on IL with sprained right elbow
2014-03-09,Timberwolves,,• A.J. Price,placed on IL with appendectomy
2014-03-09,Timberwolves,• Robbie Hummel,,activated from IL
2014-03-09,Celtics,• Avery Bradley,,activated from IL
2014-03-09,Raptors,• Dwight Buycks,,activated from IL
2014-03-10,Heat,,• Greg Oden,placed on IL
2014-03-10,Heat,• DeAndre Liggins,,activated from IL
2014-03-10,Magic,,• Adonis Thomas,placed on IL
2014-03-10,Magic,• Victor Oladipo,,activated from IL
2014-03-10,Nets,,• Andrei Kirilenko,placed on IL with sprained right ankle
2014-03-11,Mavericks,,• Jae Crowder,placed on IL with strained abdominal muscle
2014-03-11,Mavericks,• Gal Mekel,,activated from IL
2014-03-11,Pacers,,• Ian Mahinmi,placed on IL with bruised left hip
2014-03-11,Pacers,• Andrew Bynum,,activated from IL
2014-03-11,Warriors,• Nemanja Nedovic,,activated from IL
2014-03-12,Jazz,,• John Lucas III,placed on IL with ankle injury
2014-03-12,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-03-12,Magic,,• Adonis Thomas,placed on IL (P)
2014-03-12,Magic,• Dewayne Dedmon,,activated from IL
2014-03-12,Suns,• Eric Bledsoe,,activated from IL
2014-03-14,Jazz,,• Marvin Williams,placed on IL with strained back
 Date, Team, Acquired, Relinquished, Notes
2014-03-14,Jazz,• Andris Biedrins,,activated from IL
2014-03-14,Pacers,,• Andrew Bynum,placed on IL with knee injury
2014-03-14,Pacers,• C.J. Watson,,activated from IL
2014-03-14,Pacers,• Ian Mahinmi,,activated from IL
2014-03-14,Raptors,,• Dwight Buycks,placed on IL
2014-03-14,Raptors,• Julyan Stone,,activated from IL
2014-03-14,Wizards,• Kevin Seraphin,,activated from IL
2014-03-14,Heat,,• Justin Hamilton (b),placed on IL
2014-03-15,76ers,,• Arnett Moultrie,placed on IL
2014-03-15,76ers,• Brandon Davies,,activated from IL
2014-03-15,Nets,,• Kevin Garnett,placed on IL with back spasms
2014-03-15,Nets,• Andrei Kirilenko,,activated from IL
2014-03-15,Pacers,,• C.J. Watson,placed on IL with strained right hamstring / elbow injury (CBC)
2014-03-15,Pacers,• Andrew Bynum,,activated from IL
2014-03-16,Blazers,,• LaMarcus Aldridge,placed on IL with bruised lower back
2014-03-16,Blazers,• Allen Crabbe,,activated from IL
2014-03-16,Jazz,,• Andris Biedrins,placed on IL with left shoulder injury
2014-03-16,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-03-16,Jazz,• John Lucas III,,activated from IL
2014-03-16,Jazz,• Marvin Williams,,activated from IL
2014-03-16,Mavericks,,• Gal Mekel,placed on IL
2014-03-16,Mavericks,• Jae Crowder,,activated from IL
2014-03-17,Pacers,,• Andrew Bynum,placed on IL with knee injury (out for season)
2014-03-18,Cavaliers,,• Kyrie Irving,placed on IL with strained left bicep
2014-03-18,Heat,,• Dwyane Wade,placed on IL for rest
 Date, Team, Acquired, Relinquished, Notes
2014-03-18,Heat,• James Jones (b),,activated from IL
2014-03-18,Warriors,,• Andre Iguodala,placed on IL with right knee injury
2014-03-18,Warriors,,• Andrew Bogut,placed on IL with ankle inflammation (CBC) / knee injury (P)
2014-03-18,Warriors,• Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
2014-03-18,Cavaliers,• Sergey Karasev,,activated from IL
2014-03-19,Heat,,• Greg Oden,placed on IL (P)
2014-03-19,Heat,,• LeBron James,placed on IL with back spasms
2014-03-19,Heat,• Dwyane Wade,,activated from IL
2014-03-19,Heat,• Justin Hamilton (b),,activated from IL
2014-03-19,Raptors,,• Jonas Valanciunas,placed on IL with back injury
2014-03-19,Raptors,• Dwight Buycks,,activated from IL
2014-03-20,Warriors,,• Nemanja Nedovic,placed on IL
2014-03-20,Warriors,• Andrew Bogut,,activated from IL
2014-03-21,Heat,,• Justin Hamilton (b),placed on IL
2014-03-21,Heat,• LeBron James,,activated from IL
2014-03-21,Lakers,,• Jordan Farmar,placed on IL with strained right groin
2014-03-21,Lakers,• Steve Nash,,activated from IL
2014-03-21,Raptors,,• Julyan Stone,placed on IL
2014-03-21,Raptors,• Jonas Valanciunas,,activated from IL
2014-03-22,Heat,,• Dwyane Wade,placed on IL
2014-03-22,Jazz,,• Alec Burks,placed on IL with right ankle injury
2014-03-22,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-03-22,Spurs,,• Tim Duncan,placed on IL for rest
2014-03-22,Spurs,• Austin Daye,,activated from IL
2014-03-24,Heat,• Greg Oden,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-03-24,Spurs,,• Matt Bonner,placed on IL with strained right calf
2014-03-24,Spurs,• Tim Duncan,,activated from IL
2014-03-27,Blazers,• Allen Crabbe,,activated from IL
2014-03-27,Blazers,• LaMarcus Aldridge,,activated from IL
2014-03-28,Heat,,• Greg Oden,placed on IL with back spasms (out for season)
2014-03-28,Heat,,• Ray Allen,placed on IL with stomach virus
2014-03-28,Heat,• Justin Hamilton (b),,activated from IL
2014-03-28,Warriors,,• Ognjen Kuzmic / Ognen Kuzmic,placed on IL
2014-03-28,Warriors,• Andre Iguodala,,activated from IL
2014-03-28,Heat,• Dwyane Wade,,activated from IL
2014-03-30,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-03-30,Jazz,• Alec Burks,,activated from IL
2014-03-31,Raptors,,• Dwight Buycks,placed on IL
2014-03-31,Raptors,• Patrick Patterson,,activated from IL
2014-04-02,Cavaliers,• Kyrie Irving,,activated from IL
2014-04-02,Heat,,• Dwyane Wade,placed on IL with strained left hamstring
2014-04-02,Raptors,,• Kyle Lowry,placed on IL with sore left knee
2014-04-02,Raptors,• Julyan Stone,,activated from IL
2014-04-02,Timberwolves,,• Nikola Pekovic,placed on IL with sore right ankle
2014-04-02,Timberwolves,• Ronny Turiaf,,activated from IL
2014-04-02,Heat,• Ray Allen,,activated from IL
2014-04-03,Clippers,,• Danny Granger,placed on IL with strained left hamstring
2014-04-03,Clippers,• J.J. Redick,,activated from IL
2014-04-03,Spurs,,• Aron Baynes,placed on IL with rib injury
2014-04-03,Thunder,,• Reggie Williams,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2014-04-03,Thunder,• Kendrick Perkins,,activated from IL
2014-04-03,Timberwolves,• A.J. Price,,activated from IL
2014-04-04,Cavaliers,,• C.J. Miles,placed on IL with sprained left ankle (out for season)
2014-04-04,Cavaliers,,• Will Bynum,placed on IL with foot injury (out for season)
2014-04-04,Jazz,,• Brandon Rush,placed on IL with illness
2014-04-04,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-04-04,Pistons,• Josh Harrellson,,activated from IL
2014-04-04,Raptors,,• Amir Johnson,placed on IL with right ankle injury
2014-04-04,Raptors,• Dwight Buycks,,activated from IL
2014-04-04,Thunder,,• Thabo Sefolosha,placed on IL with strained left calf (P)
2014-04-04,Thunder,• Reggie Williams,,activated from IL
2014-04-04,Timberwolves,,• Dante Cunningham,placed on IL with legal issues
2014-04-05,Nets,,• Marquis Teague,placed on IL
2014-04-05,Nets,• Kevin Garnett,,activated from IL
2014-04-05,Timberwolves,• Dante Cunningham,,activated from IL
2014-04-05,Jazz,• Andris Biedrins,,activated from IL
2014-04-06,Grizzlies,,• Tayshaun Prince,placed on IL with sprained left ankle
2014-04-06,Grizzlies,• Jamaal Franklin,,activated from IL
2014-04-06,Jazz,,• Erik Murphy,placed on IL
2014-04-06,Jazz,,• Malcolm Thomas (b. 1988-11-08),placed on IL
2014-04-06,Jazz,• Brandon Rush,,activated from IL
2014-04-06,Lakers,,• Xavier Henry,placed on IL with left wrist injury
2014-04-06,Spurs,,• Damion James,placed on IL
2014-04-06,Spurs,• Matt Bonner,,activated from IL
2014-04-06,Thunder,,• Reggie Williams,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2014-04-06,Lakers,• Jordan Farmar,,activated from IL
2014-04-08,Nets,,• Kevin Garnett,placed on IL with back injury
2014-04-08,Nets,• Marquis Teague,,activated from IL
2014-04-08,Spurs,,• (William) Tony Parker,placed on IL with back spasms
2014-04-08,Spurs,• Damion James,,activated from IL
2014-04-08,Thunder,• Thabo Sefolosha,,activated from IL
2014-04-08,Timberwolves,,• Shabazz Muhammad,placed on IL with sprained MCL in right knee (out for season)
2014-04-09,Blazers,,• Allen Crabbe,placed on IL
2014-04-09,Blazers,,• Maurice Williams / Mo Williams,placed on IL with knee injury
2014-04-09,Bucks,,• Ersan Ilyasova,placed on IL with right ankle injury (out for season)
2014-04-09,Bucks,,• Nate Wolters,placed on IL with fractured left hand (out for season)
2014-04-09,Bucks,• Larry Sanders (b. 1988-11-21),,activated from IL
2014-04-09,Nets,,• Andray Blatche,placed on IL with illness
2014-04-09,Nets,• Kevin Garnett,,activated from IL
2014-04-09,Pacers,,• Roy Hibbert,placed on IL
2014-04-09,Pacers,• C.J. Watson,,activated from IL
2014-04-09,Raptors,,• Julyan Stone,placed on IL
2014-04-09,Raptors,• Kyle Lowry,,activated from IL
2014-04-09,Rockets,,• Dwight Howard,placed on IL with sprained left ankle
2014-04-09,Thunder,,• Andre Roberson,placed on IL
2014-04-09,Thunder,,• Grant Jerrett,placed on IL
2014-04-09,Wizards,,• Chris Singleton,placed on IL
2014-04-09,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2014-04-10,Spurs,,• Damion James,placed on IL
2014-04-10,Spurs,• Aron Baynes,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-04-10,Rockets,• Greg Smith (b. 1991-01-08),,activated from IL
2014-04-11,Blazers,• Maurice Williams / Mo Williams,,activated from IL
2014-04-11,Cavaliers,,• Scotty Hopson,placed on IL
2014-04-11,Cavaliers,,• Sergey Karasev,placed on IL
2014-04-11,Jazz,,• Marvin Williams,placed on IL with knee injury
2014-04-11,Jazz,• Malcolm Thomas (b. 1988-11-08),,activated from IL
2014-04-11,Nets,,• Deron Williams,placed on IL with knee injury
2014-04-11,Nets,• Andray Blatche,,activated from IL
2014-04-11,Pacers,,• Solomon Hill,placed on IL
2014-04-11,Pacers,• Roy Hibbert,,activated from IL
2014-04-11,Pelicans,,• Jason Smith,placed on IL with right knee injury
2014-04-11,Raptors,,• Dwight Buycks,placed on IL
2014-04-11,Raptors,,• Landry Fields,placed on IL with respiratory ailment
2014-04-11,Raptors,• Amir Johnson,,activated from IL
2014-04-11,Raptors,• Julyan Stone,,activated from IL
2014-04-11,Rockets,,• Dexter Pittman,placed on IL
2014-04-11,Rockets,• Robert Covington,,activated from IL
2014-04-11,Spurs,• (William) Tony Parker,,activated from IL
2014-04-11,Spurs,• Damion James,,activated from IL
2014-04-11,Cavaliers,• C.J. Miles,,activated from IL
2014-04-12,Heat,,• Justin Hamilton (b),placed on IL
2014-04-12,Heat,• Dwyane Wade,,activated from IL
2014-04-12,Rockets,,• Francisco Garcia,placed on IL with back injury
2014-04-12,Rockets,• Dexter Pittman,,activated from IL
2014-04-12,Rockets,• Dwight Howard,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2014-04-12,Wizards,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with knee injury
2014-04-12,Wizards,• Chris Singleton,,activated from IL
2014-04-13,Blazers,,• Victor Claver,placed on IL
2014-04-13,Blazers,• Joel Freeland,,activated from IL (P)
2014-04-13,Grizzlies,,• Jamaal Franklin,placed on IL
2014-04-13,Grizzlies,• Tayshaun Prince,,activated from IL
2014-04-13,Nets,,• Shaun Livingston,placed on IL with sprained right big toe
2014-04-13,Nets,• Deron Williams,,activated from IL
2014-04-13,Raptors,,• Julyan Stone,placed on IL
2014-04-13,Raptors,• Dwight Buycks,,activated from IL
2014-04-14,Heat,,• Chris Bosh,placed on IL
2014-04-14,Heat,,• LeBron James,placed on IL
2014-04-14,Heat,• Greg Oden,,activated from IL
2014-04-14,Heat,• Justin Hamilton (b),,activated from IL
2014-04-14,Raptors,,• Dwight Buycks,placed on IL
2014-04-14,Raptors,• Julyan Stone,,activated from IL
2014-04-14,Rockets,• Francisco Garcia,,activated from IL
2014-04-14,Spurs,,• Danny Green,placed on IL
2014-04-14,Spurs,,• Kawhi Leonard,placed on IL
2014-04-14,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2014-04-14,Spurs,• Tim Duncan,,activated from IL
2014-04-14,Thunder,,• Russell Westbrook,placed on IL for rest
2014-04-14,Thunder,• Andre Roberson,,activated from IL
2014-04-14,Warriors,,• Andre Iguodala,placed on IL
2014-04-14,Warriors,,• Andrew Bogut,placed on IL with fractured right rib
 Date, Team, Acquired, Relinquished, Notes
2014-04-14,Wizards,,• Chris Singleton,placed on IL (out for season)
2014-04-14,Wizards,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2014-04-14,Rockets,,• Isaiah Canaan,placed on IL
2014-04-14,Rockets,,• Robert Covington,placed on IL
2014-04-14,Warriors,• Ognjen Kuzmic / Ognen Kuzmic,,activated from IL
2014-04-14,Warriors,• Nemanja Nedovic,,activated from IL
2014-04-16,Blazers,,• LaMarcus Aldridge,placed on IL (out for season)
2014-04-16,Blazers,,• Maurice Williams / Mo Williams,placed on IL
2014-04-16,Blazers,• Allen Crabbe,,activated from IL
2014-04-16,Blazers,• Joel Freeland,,activated from IL
2014-04-16,Blazers,• Victor Claver,,activated from IL
2014-04-16,Cavaliers,,• Luol Deng,placed on IL with back injury (out for season)
2014-04-16,Cavaliers,• Carrick Felix,,activated from IL
2014-04-16,Jazz,,• Enes Kanter,placed on IL
2014-04-16,Jazz,• Erik Murphy,,activated from IL
2014-04-16,Pacers,,• C.J. Watson,placed on IL (out for season)
